Cuisine,NumberOfReviews,Rating,RestaurantID
Spanish,169,4,kxA-bV4TM1tQLlj2SQuDRw
Spanish,241,4,r2aGrOQe0yoY7FD9LI44Zg
Spanish,197,3.5,wSlGpwSIecbqy1KRSO_YVg
Spanish,396,4,7SekluUz__l0ZtPOaLBUeQ
Spanish,32,4,S-xUsS4RKzBrOnAjy6lnyA
Spanish,544,4,A6SR9hesSJn96ps99GsZow
Spanish,575,3.5,NO39sbbqugt1UdvOAQtmPg
Spanish,730,4,BZcG-xN3DCxlfhckBZYeuw
Spanish,47,4.5,3hCi3e-Ea62tdSdcdioR1g
Spanish,49,4,zIpYFLBoSF8qyAUnkLeH8A
Spanish,21,4,cw48jFQTYxfEFcVF2yNXTw
Spanish,509,4,ySIIdmS4oh-QL2dny7GscA
Spanish,259,4,6lUAvciN0rwYUvhssqw57g
Spanish,139,4.5,5MpWHGQ6Qc-M4q1KL_nioA
Spanish,64,3.5,FsyEN6IBkkE9wZiOCGcO8A
Spanish,194,3.5,3riQc2PrFqwn0SqBvCs63w
Spanish,325,4.5,Xjswj531-FkRZPpcccU6kQ
Spanish,499,3.5,us_Vxl1HYjbirIJ5aRtZew
Spanish,8,4,a6t7kpAZw6Kj1NsNABjvaw
Spanish,415,3.5,I-B1Xbq6vIGRkdKVaQ8Uew
Spanish,402,3.5,R8_fjWqN4bZkUsdZsaAr7w
Spanish,50,4,cRmRAl5HHJcysKBSrHivHA
Spanish,40,4,Rmm6fu7kejcnMoSlVLyl3w
Spanish,316,4,StF9WWWbrRzEOmNAcEINcA
Spanish,276,4.5,BxnrBKdLwdaEXyq97uxgKg
Spanish,87,3.5,bT6S9F7fgSzR5-0eH4jP1Q
Spanish,1056,4,vgg1dvDP-9tFWSacN4q0nA
Spanish,121,4,AStYD2Uo6NR1gzZ0xXrn9g
Spanish,643,4,zGtR4FNGDD1EjdxIzKF-HA
Spanish,639,4,4CObV3XU8VQ6nXeVS4vO0A
Spanish,137,4,pFBNTJpy1eWmfu6aQ8e1YA
Spanish,692,4,jKaR8TTkLBAFmMIsKU786g
Spanish,37,3,Kd9sSR9CDXGXt-PSNQ0nvg
Spanish,575,4,OrxI6slr5EM46gE3BHfTug
Spanish,215,4.5,gvMYV5E3HyzhN_MYFIMGzg
Spanish,3,4.5,uUU6xIq_Vg0Q4nfiODw9-w
Spanish,230,4,26M6nFVuA4bvhU0TBZOuLg
Spanish,65,4.5,8MwqN3ZZCzYVKwzYgcCZdg
Spanish,516,4,54hPnm8Z4rJST1CZWaOznw
Spanish,339,4,RThvexVhZQ8KA6JAr0UkCQ
Spanish,297,4,SysAthrDghPL62a6OElOCQ
Spanish,31,4,q-QEwZi32JCnjb7zbY-PQw
Spanish,42,4,afYGzoMIRqXO76Z853ZiXQ
Spanish,348,4,R-biStUvl2zuhIQFk40GsQ
Spanish,1045,4,H1jops1lmuhrq9lP7lEGJQ
Spanish,510,4,1raNn0l3I4H9PcAJce69Sw
Spanish,339,4,BEYmqrP1_TC0nhnTGKkkJg
Spanish,265,3.5,zWQEMxRrhDsBuC8KTobC9Q
Spanish,115,4,bTfmDI1GxZGmcUN9b7pixw
Spanish,43,3,dPZ9wSTz7QSAZAW0eZHlmQ
Spanish,284,3.5,hf-NXQo5mKWF4wS92Ku8ig
Spanish,190,4.5,pBNMZp_tKCAfRNx7-ybcHQ
Spanish,77,3.5,LzdfaZQ5ocd5mPjXkZ7lYQ
Spanish,356,3.5,Ly-0vKFgGSn9PsHsPEk5gw
Spanish,317,4,13jzN6n45XtcbYA46nWThg
Spanish,317,4,XVMzBs7wGeU5BWgyBL3xyQ
Spanish,652,4,MOwB9YYd-Ko6nVgSB-ltQw
Spanish,471,4,SRLrnScmDyJpS28wvWeJNQ
Spanish,29,4,Estmyx__zK2fViTAFJZ8cQ
Spanish,136,3.5,wRB5UDy1rhal-14brCUc0Q
Spanish,168,4,1grl_TDLb9ClSCFVDjZDhQ
Spanish,35,4,aOmZo7hEMRZAq5ITGSFf5Q
Spanish,19,4.5,By01mUaEhcjmQlmTHPz8Og
Spanish,147,4.5,evQ9dNp7Fa3OFPwWXnojrQ
Spanish,20,2.5,U1E3uSnr0OTeRL5LhmV3Yw
Spanish,179,4,msgSu47zDFtm6vdaHlT-hw
Spanish,409,4,ihzI-4yGesoQuAoIocao8g
Spanish,175,3.5,LNVu-bQA_ASIcWJlClgz-Q
Spanish,2993,4,NOh24SMS6k4pzNv8Ds7KDg
Spanish,68,3,5lhXyPnSBBcz5a59sPevgw
Spanish,7,3.5,Pm9g4v6bpq9_OEigK0jHYA
Spanish,541,4,efxcTuq9Web2AWehfmYMQw
Spanish,1347,4,UKy0nNjMkOBEU3dOCH831w
Spanish,93,4.5,eSZKVysLGxQlcxEzsUYgfQ
Spanish,112,3.5,Ki2-LougDEv34G5EY1sz4g
Spanish,74,3.5,BFTMCnuJOxZid6GtJ00hEA
Spanish,244,4.5,yrXECkTezsI0Twgalc7M-A
Spanish,106,4,8p1HTzXEcC3TCbLz59xMng
Spanish,27,3.5,0YrwPMxyQie5xCIRq_LWOA
Spanish,460,4,TAANt0fPbfHqVP5LyMBioA
Spanish,43,4.5,BrEqfjaAfD5BGDduOMWqlQ
Spanish,260,3.5,yW3un5VR8Aw6jynlliAxIg
Spanish,144,4,g-q-kRxdn2zh2oWOY-jKTQ
Spanish,2445,4,iBm8YTqNwrddsxWdqLPK-A
Spanish,274,4,egQkevpRi3g-iKrYIlBpGQ
Spanish,241,3.5,E3CvO6bRu8Kp0RzDgcvkig
Spanish,512,3.5,H4EbLs2Gne5-EAaKMrVBEA
Spanish,292,4,9E6f_oc2QuPUM4sGc14pRA
Spanish,18,4,4BiFBZDL1ELpoSTN5bCIVg
Spanish,68,3,yy0E-rhiKzN2ASfDhHVsJg
Spanish,131,3,Ludz8x0jwOc7tdflk7f0GA
Spanish,144,4,Pn_KLz8cue1P0AWQgFw1Zg
Spanish,4,4.5,nyEkCfeFxxn3dOhbZ8VwuA
Spanish,644,4,_FhKGcCbiYgtkXcCiwTAiA
Spanish,302,4,fb1f50Ogucihr-Cx_T1q5A
Spanish,756,3.5,2bNr4ghmQHI74AeS7c_7kg
Spanish,1305,3.5,3LRZQolTdyps07RSoaIXpA
Spanish,25,4,1iRlp3FoxBXSNzDbG-rytA
Spanish,64,4.5,ucmwboeLLt12_8fg1ulquw
Spanish,163,3,HeFJoR1jzodbpYHC842mtQ
Spanish,571,4,4axlhxyN2bKuRWfnY2IhuQ
Spanish,122,4.5,NiFmuqLM-apdMX_jBPVIgw
Spanish,1293,4,XghOzJn16M-nvaKMOdC5og
Spanish,371,4.5,Sj3JYCbaEFrAqUzRrenQbg
Spanish,585,4,6tf6uGg424cOZTHIHa8Aiw
Spanish,60,3.5,PZM0lwv0i0ZRpyzioRU8SA
Spanish,29,3.5,lUMCXD0iZ6hNot2dSEc_1w
Spanish,90,4,aH0T2I4LlXOwkQnu0zOgDA
Spanish,49,4.5,GepWuSFEGuFzE8U1fYFOXQ
Spanish,380,4.5,tmbW6_dJs5-UXhvROO093Q
Spanish,149,3.5,dblEevwbNXl56I4L6TULGg
Spanish,1785,3.5,boRM4i0UQswxQIp6CA9y_A
Spanish,140,3.5,E_oFzRY-7j9T04qHkORCsw
Spanish,207,4.5,u9xVzV1OZC5pwtUgaHLM-A
Spanish,129,4.5,5YV3zSR18X4Ja6d-TOEtyA
Spanish,235,4,khIQ9u4hQfdoDZLvKe8ykQ
Spanish,19,3.5,SvuJs-3p4H3FZaoF3K3y3g
Spanish,388,4,0vdgqmIt6e0suBu2g-M1UQ
Spanish,192,4,53zd9Zi8EKMpLd6OXNm8Mw
Spanish,364,4,dDmK_8LTgjcje8iuP6AMGA
Spanish,28,3.5,P_tQn5sazk58Vv-voAcCHQ
Spanish,640,4,9S7aUnJFo5t3SJMm6tmPcA
Spanish,246,4,R0qCYlIGMhWZVCni0JZCNg
Spanish,84,4,RB1qNWO3dEP99l3MHQZFHw
Spanish,8,4.5,9yc2V6zNpLG58uPV_ykBog
Spanish,49,4,KVJlEzj1ZdK5CLSn50GuSA
Spanish,17,3.5,AgPtV3Xfnz81qi8l_QsnLw
Spanish,366,4,LeF5JrQrqXlVCYVfmev9Yw
Spanish,6,4,RWbTvqvYOfEu_Exz3N8tpw
Spanish,57,4.5,Bk3u2xTA9vsDplG8rjwFJA
Spanish,52,4.5,BnNDRCWasVrFH9e9bBXfqQ
Spanish,317,4,rCCZWRpuzW3FhAHN2BB1Eg
Spanish,370,4.5,E9NMNWvV70HV5gB369N0EA
Spanish,286,3.5,hcF1k2mPULZl-l7EgutN8g
Spanish,24,3.5,h0qowxmqgwjKsh-fdkxvHw
Spanish,196,4,mlJpfJMCS_bFnR5cWX6DTg
Spanish,1691,4,klAhw3xLQi9GF1tf_HnS7w
Spanish,95,4,FJpiwlGUPgAQeTr7D6ZWgw
Spanish,327,4,UH_aksIxzGPPyhWZJbTP7A
Spanish,338,4,MH08_pIRKsUSwfkVYxUE7w
Spanish,150,4,WoAvunLY0_L0ix8Vgit8gQ
Spanish,657,4,HnXmp1M7oNTJ9JzzVOQgBw
Spanish,229,4,XJ8mq5IE2LQ0AYq574KAIw
Spanish,56,4,iFuHNNBLQkeQOn0KoXHhUA
Spanish,228,4,ukOsBKML_Ph_hSyxv3gNlA
Spanish,49,4,RgXT9Pkui7IuWua2K9yuHA
Spanish,65,3.5,NmWRyxPPk9Up5jZIWQT7jQ
Spanish,14,4.5,Z16VudvRJkHtqzqADzCbfw
Spanish,834,4,7zjeUx9aWRGpJmiOuk45zw
Spanish,378,3.5,Tt9Mkrgd5Zj_ZJEeU0L7Gg
Spanish,129,4,DLRbxg74oWNPQJdbSkTDxQ
Spanish,252,3.5,2L20kuwaYbxza7EHbDuIYA
Spanish,234,4.5,iNA1ljXvsX8R11NuY6GSMw
Spanish,117,4.5,sqTPK6Ns5-_ZoczUC4JWJQ
Spanish,354,4.5,k3iUNUGsl-xpQ_EsOfTadA
Spanish,310,3.5,NIRIpvQRp4uF-wY_JfJF0A
Spanish,17,3,n40-TVgvHEHDcTqLTBGJ3A
Spanish,148,3.5,oBmL0jr575wzszVGdqfVoA
Spanish,189,4,3gAVyGCG1clukCX2DLcumw
Spanish,228,3.5,SXWnyFNLCehVlJPRxk7gAg
Spanish,282,3.5,BfuqZt_G-EFFRnADaHHPhg
Spanish,71,3,ttM4Vdt-TPABeboBGmHq4g
Spanish,222,3.5,AC6vUyOGt8WliqswigZlzQ
Spanish,25,4.5,vnDkQsM9ijg0AzkZBmCofA
Spanish,340,3.5,#NAME?
Spanish,52,4,3TEfUtiwfTNfjJreZzOFQQ
Spanish,228,3.5,J8UMXWNYrn7_D0KXZN1Hrg
Spanish,59,3.5,tJE_W03jUfwl9QtQhy-8Yg
Spanish,57,3.5,71nPfK1a1uY69mUen-981A
Spanish,374,4,odX0anvOSQ_X4SXdoqJFNQ
Spanish,291,4,a-gG1ZBVBM1VJ-Y9JLUnhA
Spanish,130,3.5,B-bx4pZXrat0D25vde2bJQ
Spanish,119,3.5,rEWsz2KHmJX6jmAEQBa6Zw
Spanish,169,4,yFkFipB0xe7PA-M4UO3Z5A
Spanish,594,3.5,MA1QPFSYddVq_KzEldpcRg
Spanish,291,4,avBY-xnfy4_pXCNc6EFHpg
Spanish,384,3.5,kgXNbPJcumyJ8LS83Hez8g
Spanish,496,4,Vbtj1T-ygpQoVY1IaqJdkw
Spanish,764,4,_uln4MCsceNH4dCQNoALNQ
Spanish,14,4.5,oF3yOAqGpIGRbjtOzvSxoA
Spanish,87,3.5,rksFeEbHSX4AON99nLVbMA
Spanish,75,3,ml3ASw5_B5XLnd9kE8xx3g
Spanish,58,4,2ewrI499NSsA1sNX30K5Dg
Spanish,19,4.5,zSYBOWCzhz9aHJX0Nt6fhg
Spanish,579,4,ay161Zito0Gf5WMZFbUtXA
Spanish,144,4.5,Om6KGbN524K6pu9IkPT0Rg
Spanish,50,3.5,Yr49BAESF-dja2yEC7JC_g
Spanish,20,4.5,#NAME?
Spanish,5,5,h_qGWauoScc3tMBDBb-few
Spanish,115,3.5,FakrQWMNdYoBIp18Tpvn0Q
Spanish,142,3.5,yFnBjAGmSVB9R3DgdNF9fw
Spanish,59,4.5,zYYx6zMrdWKJj623Y2ZZXw
Spanish,273,3.5,kwMkNIhhIexQk-nmloJlnw
Spanish,26,4.5,RSIboJc3I_PAMuJ058GmrA
Spanish,171,4,t3WXZ8U6espLzY5YQ1Ocsg
Spanish,1946,4,LvzN8TrUGJRj_UkJV0cAtQ
Spanish,114,3.5,fhSV2h8d43dwMG65WD8uig
Spanish,301,4,XpgquUrYWa-URbgi-3pykg
Spanish,199,3.5,kyJ0CtJ2Lrid_YdZWobf7w
Spanish,1561,3.5,al9HKZ3kCJipAJW4uxzj4A
Spanish,120,3.5,8Pl_W9o-scGOZ0zrpMY4BA
Spanish,62,4,iAiQP9RjAxv395tpjb8IUA
Spanish,108,4,MlOdJ9tK3idyXGR4Yo7ttQ
Spanish,145,4,zba7MpRrfl-T6V0XkbgYgQ
Spanish,40,4.5,UJe9_p6NEl0kA6xHVo5PKw
Spanish,128,4,sG2W1lRRtv2TG_NaTUwazA
Spanish,12,4,-60bWpA01o0JgI3uK1lp4g
Spanish,340,4,Ac8y23odvFOIQSKdrV63Uw
Spanish,463,4,B87c3bE_u53yNYO1cmHSIw
Spanish,293,4,GSaBi8jPsuQFa7YwYlihjA
Spanish,21,3.5,DEvNXiPDVR6_LMmN3Rl9dQ
Spanish,30,3.5,N7Lt-uH4KPAlSeTFSgED2g
Spanish,76,4,XPZxsUABgJEM5qyT0Bc6Ug
Spanish,223,4.5,fjE_lpKblhrN_48X2ca-7w
Spanish,181,4.5,kEC66zgpguVsizQeCAJoCg
Spanish,319,4,lUQR6cZlHHKXOksH5xOTqA
Spanish,14,4.5,wp2Qn2XY9axHi4TMYqRNFw
Spanish,133,4.5,4G3kky54YzD3jm5OVxD7Kg
Spanish,251,4,VsqHs36uLxhqmjo60r1aJA
Spanish,58,4,pXA2UgJEHNNonaGPAXuFzg
Spanish,89,4,lbqm7geYKkE9zf1Lk-ivSw
Spanish,185,4.5,RYoc4EBUNOtgbg7c32OG9A
Spanish,49,4.5,mcviVVgOj4jSzmyhQeEY5Q
Spanish,151,4.5,4-kYGYagcUzQkZuih8v-SA
Spanish,280,3.5,syu8oCU9h3X9hfAE_lpADw
Spanish,6,4.5,tMQrubXDFgks8iZstei93w
Spanish,2,2.5,WpcjsEyeAMDnJR9fxAfllA
Spanish,527,3.5,NcIUA8l_kmbPEwqI9lzELg
Spanish,78,4,46TtO4w6wzovwA7uA7yRCw
Spanish,725,4,2E2f5H4SltGyD8ciTu8AKg
Spanish,1171,4,q1uIqB8PvyCCX8TajaRYBg
Spanish,3,4.5,aUfzV3CAjRmArOUI9i-1Ng
Spanish,379,3.5,cPB6Nvsxwwxj6s3ekOI_EA
Spanish,25,4.5,FsAhO_JOsoKWBOm_SIS6Sw
Spanish,6,4.5,W5gIdWrPERIKd-LxbR6H8w
Spanish,146,4,LI6r2gaOFSZE93BKx8ULUQ
Spanish,122,4,oURfEfjMAhS7KXGfTpyecQ
Spanish,270,3.5,Fwu9oBE8wEjh0cxxzuY2_w
Spanish,832,4,xZ96vaoL-cQjfotmUKtjJQ
Spanish,197,3.5,4SN0mwVSzVkFTpb_aH8cgg
Spanish,772,3.5,HApdNNztx8Q7VF_9vkoAUA
Spanish,786,4,8QnDeEDw4PUTxjsfflrrwg
Spanish,322,4.5,L5MrjGhBqQkwlguY0ilxqA
Spanish,834,4,JL_p-OHtSEYVfoeLQQgqDA
Spanish,28,3.5,vo1Vw6i0-zJ6fpe1M3zqjA
Spanish,1,5,BunC3vD5EEiixraE-qFZXw
Spanish,2,2.5,boAhj2syzMciYj6eKKTWqw
Spanish,335,3.5,SyBFnqsPEge00N0_bHs2fQ
Spanish,1,4,HQvoYl8ARul4clhmlg6sXA
Spanish,13,3,e1701VvvJIr-SC-b6KGo7g
Spanish,521,4,arjGljFEF5MQ9W2Q_GGCgg
Spanish,76,4,UYHlResz9YaunMnWU6XaPQ
Spanish,75,4,PjISf4rkN5UO-lHLmrdZjQ
Spanish,751,4,tW8a8-MX_lVoshmKRLUuHQ
Spanish,184,4,eoz2NahxyivVRs8Ll9Ljjg
Spanish,46,3.5,h1PbZq4nIk11mh0Qm210Zw
Spanish,83,3,BtavV48VjSbItY2x6FcYJQ
Spanish,47,3.5,tBPbg9RuXPOPbdxyGitZbw
Spanish,43,4,0qDyDGsZDGZ-34LuAJFQGA
Spanish,190,3.5,penftLPo6kx6qCtbsuyLog
Spanish,453,3.5,Uut2fBy53XdIgx1rLWdQeg
Spanish,18,4.5,FPGPTHWf5wXDsTJeMTqhGA
Spanish,12,2,wcxXuWG97E7y8XKC1cx6iw
Spanish,72,3.5,sjk8adZeERQnD5yK5laJJw
Spanish,65,5,lqnI_jISnH7RZWlPtKkViQ
Spanish,3,3.5,sRJPc3snzEkZ9EGO8uN3Xw
Spanish,46,4,36NGJ_vn81vgdSi15WyHKQ
Spanish,217,3.5,p0zj5z71v_LJE-dV1ZGbcg
Spanish,223,3.5,4fKYXE90bvuAyY_DvC2LOg
Spanish,14,4,BOTUl0eXbN3lE8zr712a1Q
Spanish,267,3.5,VISwpz_sdcgN04k1SuC0yw
Spanish,175,4,be7zagjfrCYN9EQ5ijld5w
Spanish,37,4,tTOVOkgXehSp4fhzGFbpsA
Spanish,38,3.5,hlQWGwlAu_b5BAXMF7Ihbw
Spanish,263,4.5,aJqjC4uAo6vhOpsVNCiMDA
Spanish,142,4,31XD1NbLOoZ-cclsfdf97Q
Spanish,155,4.5,HbCyzokiA19bEWUp6mga_g
Spanish,106,3,9x_PxjO25TNHsQFe2XSXtA
Spanish,109,4,G65jVYSAYE-74TCcnU2n8A
Spanish,149,4.5,6o0ik4agLEB0mlDlkPVprA
Spanish,184,4,jmLuDeuW89jC1tERmq2bhg
Spanish,50,3.5,1sQ3iVEs3O7uqUVhyrirUA
Spanish,321,3.5,mOoZZa6WIsgihc_TqyQcXw
Spanish,40,3.5,XZHE7vGtB_bSS7-Ha9nIpQ
Spanish,624,3.5,X2mfQ5SOE5eMuUzPrI_pwA
Spanish,38,3.5,RMbj2p1uwuL51CRZrEeYYA
Spanish,122,3.5,J6EsXebZbacSOoIjpQRocQ
Spanish,22,4,3koQihtL0aIYzjJweMLDnw
Spanish,144,4,0SqFgkdmfNWj9iUQgfghEA
Spanish,23,3.5,ciJa_WsJTzeWunfRbs5vfA
Spanish,8,5,faArSCx1j_7skPr6RQbpIw
Spanish,30,4.5,sNeefaiRztDQ10B4QzUi3g
Spanish,4,3,ETk3_Es7T4CYtFfFbQFmZw
Spanish,1882,4,96svxj2NIOrba2fBMZAqOQ
Spanish,100,4,k4ds_s6y8S46WzVIolypLQ
Spanish,50,3,JamSV3KHacnssRP5IfUD1w
Spanish,24,3,n6nxNv-jZNEPJq4cEiul2A
Spanish,58,4,pEyFR7rZDjOuOY3HkV57-A
Spanish,57,4,oRoXd9qWF0muVu_ht6yr-g
Spanish,22,4.5,mOUsnTTJQb8ByBxIo51CeQ
Spanish,181,4,G6mFQxCCmpoHGlGNz4T2Ug
Spanish,92,4,n9tnmfpCYjO5jsBY2x8ghg
Spanish,97,4,uqnJ8VHEudhb0t84_R9fvw
Spanish,284,3.5,4IE9hPuy5QIWVdaETUEG_Q
Spanish,110,4,TTGqDbPlAltW77Jr6JDeQQ
Spanish,28,3,IiEk3sTeVc-1xYaKztz2Uw
Spanish,406,4,UKDOoYu_g1HYBvs5TpdG6w
Spanish,55,4,NUmMCPWyrQAfTJEW-KGHkg
Spanish,40,4,Um7YmWmIas5Z9upab0kG4w
Spanish,103,3.5,IWYjJnnKWoKsEEe7-991-A
Spanish,299,4,JpUmsVDjA0zjygYcoskq2Q
Spanish,15,5,wUet3lZU0mZ4-hVb9QKgjg
Spanish,101,4.5,47_jHPl3p4-OYGCVLy2ZIA
Spanish,750,4,gEEqoeSekTOjRVmyY4fplA
Spanish,188,4,fp8X7ERa-0Ot_QD36I4ghw
Spanish,13,4,#NAME?
Spanish,133,4.5,BEnhDZrulF_-2Fl-nleWag
Spanish,432,4,8Si3qLOfN70ixYPhoDYr3w
Spanish,318,4,iBPQRnM_TMQX6tYdjCbCXA
Spanish,800,3.5,2IHGMQVQ7zmb89WyiiH1AQ
Spanish,35,4,JUP-LPfEl0roybngtY-4lg
Spanish,71,4.5,o_KYjDny8D1_PXPNS9r5_A
Spanish,81,4,B4pHSgWZY7dyX_YVRQcQLQ
Spanish,35,4,B73kcWdUixrovBU2JXjoZA
Spanish,55,4.5,DjLxykRuP8OFtGtPPZpfdQ
Spanish,226,4,Sq_rG-TCyxnajp6jae89SA
Spanish,413,4,bVoMSENCVORvxeEVwkh7AA
Spanish,2363,4,Hh9glEE_xDYT_pPUsRPXlA
Spanish,674,3.5,wTCR-EUTLX4UoPUPdxWVJg
Spanish,10,4.5,zlZ64IpM7L8_-FN6E8OrjQ
Spanish,445,4,qMHzIYzoHYe55I7L65iEQw
Spanish,114,4.5,Y8Fj6nhoWrMuPR1rlzfZXw
Spanish,37,4.5,gW3KOWa75fYsy8j2b0jkmQ
Spanish,199,3.5,yJbUy3tzkL46BtrH0Ff0Tw
Spanish,54,5,zR4kawniWM6BceKJfEoSAQ
Spanish,674,4,hDgpiXE5_d4Is1sJ5kUBQg
Spanish,43,4.5,v9v72t3Q37HaaFPNu7_vxA
Spanish,343,3.5,5qaf_dwsqXo2ne9SkLyDhQ
Spanish,177,4,yjAhpQ8eNM9X8FdAPXTiTA
Spanish,197,4,zjglOaCY8xQu3s2eKnLFzw
Spanish,34,4,dqJsAPlCaS1105HC1lWRyQ
Spanish,159,4.5,E5rmVdrCn-0uwD2M9nkXdw
Spanish,11,4.5,oXyPSK-GWPNv4W5ARFchMg
Spanish,1281,4,srhEv1OqoK9W5JRdiMWDyw
Spanish,147,4,kNSM5GN0AFmN06l_9Vyjgw
Spanish,309,3.5,8KH_gonWVbrqkPgSVD1fpQ
Spanish,1,2,MRFexct4AaQakd2OVuj6hA
Spanish,53,4.5,Zjs9BS1R-BB1L4P_TRF46g
Spanish,87,4,08TuPi2yK7tC6TeeIO-5Hg
Spanish,36,4,P7RpZRG_pHokXA1D29u8wg
Spanish,72,3.5,P24zWPRDFCWo-IE-SvdIdQ
Spanish,51,3,m77JIwHI2izkARrQUehKKA
Spanish,66,4.5,#NAME?
Spanish,144,3.5,LOqo5ftcUbWm4Xn-KgqhnQ
Spanish,177,4,_ZbDZKrG5bE10hMUk3vnRQ
Spanish,247,4,ED2I3t5rOf81cddCsLA4tw
Spanish,2,3,5jLva_lspl1DbcjbuNzvQA
Spanish,10,4,uY4yQ3lTQr1-NDkCEgvC1A
Spanish,47,3.5,W_pQorY2cELJAEHjK5q_tQ
Spanish,495,4,#NAME?
Spanish,39,4,L3FHg9JUo8j4nufA80C6tA
Spanish,22,4.5,bfINnLLGe9sIe8rdbkZkUw
Spanish,159,4,uVfOB37NyYEGRs5FITM-nQ
Spanish,216,4,3km5RrRp0sr0axrcL_lb-w
Spanish,76,4,1lFzpfKYgzm6OYbZYHIzoQ
Spanish,90,4.5,l2b6HJGarUxoeLnM9syTmg
Spanish,34,4,LXsufIiUK69ZPjS7gId-cg
Spanish,11,3.5,a9u5bv3PvRLfsIcELLiYIA
Spanish,27,4,myZKkxpA6i23KtGHXClmwQ
Spanish,175,3.5,vzAZ0wX0eY4EDh4CSly3Dg
Spanish,42,4,UpCHmvRNZWHaLsf6PHdDug
Spanish,412,4,76B7-T4f1EdsQsoI0NM9Wg
Spanish,155,4,e_2o3neKJ5vwDXKd70XLBg
Spanish,14,3.5,yrrAP53OfpOTcWmkzJhBBw
Spanish,207,4,U1rA6SLeS_jMwqm1Vo0yaQ
Spanish,267,4.5,I3wIxlUbLXwnq70_rwQruA
Spanish,356,4,0ALbdMnTBX0vkSPLzIDMlw
Spanish,35,4.5,Vd7BOoV2q7qBCNzfGSRf_w
Spanish,210,3.5,qFtwAqz_hQFrXYKHOXfVNg
Spanish,275,4,azOGJ8gBsP4RF2zOJTSwDg
Spanish,332,4,bL_SxpTTk8Y25mRFmhap6w
Spanish,47,3.5,6yxGYGMK0gyeFDzrGZSF2w
Spanish,251,3.5,CLYgWtV0g0t96I2PMysfrA
Spanish,16,4.5,X90sgtmcR-FdUndlbA3EyQ
Spanish,20,4,9PEO2Cr7Yo3bqHj23QdA2g
Spanish,26,4,ZXXSmNCWr9uBo2NuH6tTbA
Spanish,453,4,q6FcRtW3ZoQ-hynSCSa8Ig
Spanish,108,3.5,lmiwPS9tl3cyMDGDeVstqQ
Spanish,1972,4,OAqsZMbjv66nOMqlimnYuQ
Spanish,15,4,4C9uO4dRUFW-QPLDfIqibA
Spanish,101,3,Fj9ZANHw4gVd1W7UljnTFw
Spanish,325,3.5,qBUaXlExzI85xpykKw8e6A
Spanish,99,4,5wMhIUdl9d3WJZpIW8dxDQ
Spanish,200,4.5,Z6te3r2X6EoB1HXF4XmctQ
Spanish,136,3.5,2qXRHP_Z7_PbG0WCAStzVg
Spanish,158,4.5,6CaGhpvNWMazJZL1v_JkCA
Spanish,14,4.5,PnuHBmeuUH-BhnqNS39QJw
Spanish,160,4,2uVut84nu_1J1iXRoXRMiQ
Spanish,602,4,hw8ziubXsFocun6KR04VVg
Spanish,321,4,fjGTnLTvt64N8sk0_MZcGA
Spanish,21,4,5QTvF4tHAwViCRScDlSrEw
Spanish,40,4.5,xDes9swfd7OUV9kh-cLmsQ
Spanish,371,4,P8PGGzxZeMm6Na5gYqvudw
Spanish,20,3.5,RosZiNt23_DNk-8qXiC4Tg
Spanish,23,4,DsUkklUsDvNPa2naRqcz3w
Spanish,354,4,qpkFmGyvbZv-g2fbwyNQUg
Spanish,708,4,twHJyFgUSd7wzioKQjE7Jw
Spanish,438,4,sQ7ENDHnfF9dIHhYrI8oHw
Spanish,87,4.5,pEJ5Zw3ogzbCpWAa6buJjg
Spanish,2,4.5,SYQbTKjuKc0YRDBgHfydJQ
Spanish,196,4,24p-MWh8_jZWLZnR9X2NgQ
Spanish,233,4.5,I1AqEw-O6spamgtJLNPjBg
Spanish,171,3.5,McJlk6ywvzcolSd0YElROQ
Spanish,80,3,1Cqn-ISALp1zTcb8Y4W14g
Spanish,145,4,8knc30wyUEQzwdqG0C8m4Q
Spanish,4,4.5,4IQh44QquZgbSD-bLYnfeA
Spanish,364,4,zg9Jrtx9rqTXeaqufSOxHQ
Spanish,87,3.5,jtFkc3mJBCtjUzR8sS6E3Q
Spanish,386,3.5,hV5JjlaSFrXezfZLHSaWeQ
Spanish,1,4,4xDe1yQvZMZ09bEBzH8AJg
Spanish,24,4,acOXnzN2jRvwMecC2JYyAQ
Spanish,31,4,6Bp2kHo6bY9wzFDQrHIA6Q
Spanish,17,4.5,IjQfRNt5Xp4AQEyEJfJ46Q
Spanish,85,3.5,a5enx8VGA-MDRIkCYOqY0A
Spanish,23,3.5,Qqfnci5KEBIHJKzb_Ntxzw
Spanish,105,3.5,Ks_oErah1mfkGEDij9lMhQ
Spanish,7,4.5,ogZznMF4Rv-10Ob6gDagUw
Spanish,248,4,rI2AEfnQVvnFoWn2De96Qg
Spanish,2,3.5,AZXFB9GbuztHtq4E223cag
Spanish,7,3.5,F0R85lX83MSfvgsJ3sXI4g
Spanish,511,3.5,EHUNrnIgnhwTnpOm3gEESg
Spanish,3,2.5,2cEDaW2j_oLGRm7adc6cJA
Spanish,2,5,nhi9FmOZvn9I9pV7CFIBUA
Spanish,177,4,mn59mvZO0Op_Z-RvROgX6Q
Spanish,18,3,DLvwMQNjhR1ewCmX_lnqgQ
