Cuisine,NumberOfReviews,Rating,RestaurantID
Mexican,45,4,8DvAPUI0qP43rY_CD8YYZQ
Mexican,343,4.5,L3REPLCvQpMapYPd_fkS-A
Mexican,336,4,DQuwci5xgJxXx7dxxp9FBA
Mexican,52,3.5,6ezrABEThm48qv1qj8_FVw
Mexican,561,4,e7krRmyE5upHv2gsEOdR8w
Mexican,108,4,iXtZQ7twXQiv7j2ZdxZqUg
Mexican,276,4.5,BxnrBKdLwdaEXyq97uxgKg
Mexican,60,4,skN-mgnOezFQr9YNh5G5TQ
Mexican,433,4,iUOijKvgnv_4Iu758CqlOg
Mexican,372,3.5,B6bEkY9sJ_GU2pD2Rwb4gg
Mexican,331,3.5,La78lTOdzTrdFYTGXUp7og
Mexican,29,4,ueL0t_7Yu_ev2RrWK9dgDA
Mexican,365,4,zRLNm8U-KGMeotCaE5Xaww
Mexican,333,3.5,_5BoZ_C5zEl5M_MxT1W39w
Mexican,28,4,7l0uy47dEHXg2S1lA1s-EQ
Mexican,347,3.5,VThwGCuC6JVaxAgnmuJDRg
Mexican,134,4,AnAZaBsEuBjYvzaPMTN0oQ
Mexican,77,4,hcI6TVxFyVNEPXg3rF1bQw
Mexican,72,4,#NAME?
Mexican,49,4,AUm7If5Cbvy20AnmyxE-xA
Mexican,55,4.5,98Bm2w9RzNJQZo4U3jSgQQ
Mexican,94,4,NXjCypQNl7tBrdR3gkFqdg
Mexican,100,3,AABqAsYdRI9gSyU1gStdxg
Mexican,296,4,hSkeb_lmfxnoqg7EVo19Vw
Mexican,34,4.5,WgAJUrVaMcMtQxsiIc02sQ
Mexican,655,3.5,1nR3kKOs938gcgnw6p5wjg
Mexican,143,3.5,4sHkiQ0qURBjL_gVLQbGPw
Mexican,257,3.5,v8tuFxvNkKdZytWTn9BhMA
Mexican,405,4,0W0m68TNPbodGCA3PhIB4w
Mexican,116,3.5,xN4yKQMzo3PIoQlFamUOLQ
Mexican,143,3.5,Ahx8GsuAGUl8TgqCWP7uXw
Mexican,236,4,J9pgjC191T-odCmTAG-grQ
Mexican,225,4.5,VVe74-TKuROBvyS1XgVmvw
Mexican,882,4,dgaNriM1VdI2nGochhHE_g
Mexican,279,3.5,xGoSAOhQBNdJMJmPn7CMDQ
Mexican,144,3.5,6ptX8V8WW_IzhHXLJ4SRAA
Mexican,544,4,SCQvI5pAJmD-OMm37kkS6Q
Mexican,756,4,v4_89HfTm05NFTuukjsl_g
Mexican,195,3.5,g2uaHoIX1e1Y2E63t6DLrg
Mexican,82,4,L5eqJRy8Yx_4El6rUxWmBw
Mexican,445,3.5,YKAwpTnKO-n5vB9-pqaCLQ
Mexican,300,3.5,qr24KgWcZGUhKZIPyVMsNw
Mexican,479,3.5,ub2VfE7SRLJABAClzGZp3A
Mexican,416,3.5,DyraY-I4fsow50n9MNbwnQ
Mexican,106,4,8p1HTzXEcC3TCbLz59xMng
Mexican,257,3.5,IfIyjm4SfORGYPbaAWST3g
Mexican,121,3.5,sA1BRfKeVivN63XZDInrRw
Mexican,450,3.5,jB5fXguSmlX65asSB3KIfQ
Mexican,184,3.5,uH45ofFeiz2LYzBBSrj09Q
Mexican,34,4,WV4wYPAGb3W69MfBqIZDHg
Mexican,32,4.5,hR1bG0jgd2_Z9Q5L6siTEw
Mexican,806,4,4ttqjZMCsfz6X0kQ_KR0xQ
Mexican,604,4,_8Oq6MmhqLgzQDVYXWLxuA
Mexican,687,3.5,DTKKEogIt2wQm4UULYVGug
Mexican,91,4,u1KX3yw6L7pg1rbFl_Sx3Q
Mexican,130,3.5,B-bx4pZXrat0D25vde2bJQ
Mexican,41,4,MxrjY6myVl8vK0YvCT4r4g
Mexican,487,3.5,rbAxZRKdMoMxeonDTmooFg
Mexican,745,3.5,TgoYhgbPCYhLBNtpue3QHg
Mexican,208,4,r5NT8-nV4py2c-mppTKucQ
Mexican,58,3.5,4bSYj9nl_mAXIqpA2loIag
Mexican,374,3.5,3lACGsU8feB0RXhAVGOc8g
Mexican,160,4,Jh6bSOaw0ftGh9ONiwr7nA
Mexican,761,3.5,jYAqup9AF9N9wYAWYanZ-A
Mexican,1024,3.5,M1YYZ9cTVuMXLji_XF6rzg
Mexican,447,3.5,Jb6g3-HKC__8X1i-PcekJw
Mexican,140,3.5,E_oFzRY-7j9T04qHkORCsw
Mexican,181,3.5,V5hpSbA41oFAIzvZlv_1vQ
Mexican,240,3.5,FavssEgZjXFi2unEXePkVQ
Mexican,183,3.5,0oRYwB_SLqjHptvUQwwe2w
Mexican,463,3.5,YsDmYRzJo3kiwZvIe1r0Fg
Mexican,1291,3.5,dYWjNK07igws9jFNgQmhng
Mexican,227,3.5,V7_IQ1ab69JilAlgrSnMXg
Mexican,47,4,E4bvZKVGLolSwNBPjw2JMA
Mexican,251,4,qQIF8nQE1eliKObIlFvBaQ
Mexican,527,3.5,NcIUA8l_kmbPEwqI9lzELg
Mexican,39,4.5,m8z1eTTetr-JbSM1HU2t6Q
Mexican,221,4,phfxciZ6-Hch_HbW_tvm_A
Mexican,110,3,hlc6c-3N_rOvO_XwOGEYRw
Mexican,1449,4,Wm6vj0ekRAzZnaeaBEkOag
Mexican,144,3.5,yKPRuBvD3ScCc18QrZ4Y6w
Mexican,108,4.5,bwvd5ZwBTXdpCwJktU-P8g
Mexican,958,3.5,d7YbQzGlmawMGAzUHzZvuw
Mexican,190,3,xIi-TO8iDQCy1ZSHe11_Zw
Mexican,154,3.5,xWLSJOiN1mMRHmBmHyjAfw
Mexican,570,3.5,HKBJGt04_ZSdiIWA_6J8kQ
Mexican,45,5,oux6Pz_hRhJIiGs8EuT6pg
Mexican,537,3.5,VIIfYEzIppjps0K_J_8zLg
Mexican,73,3.5,FeSZi6LBCcAIipoSua6dXg
Mexican,149,4,hKkPlYmHoS9Nb_UbGGqx8A
Mexican,228,3.5,SXWnyFNLCehVlJPRxk7gAg
Mexican,366,3.5,2hmhZim4bX2lbjPSNc7LaA
Mexican,1254,4,U9BX6bMvXHk8umBYnS3Dog
Mexican,272,4.5,AUyKmFjpaVLwc3awfUnqgQ
Mexican,320,4,sLWWrz0iteDNQQJJ21FBUw
Mexican,229,3,JzUg9hbxpAbyvs0JzbFruA
Mexican,419,3.5,bbb6QZReetkrrubqGWJokQ
Mexican,173,3,HwDu45zV90Wmprn6sPttCQ
Mexican,323,3.5,J_9-q-WFMWg5swNVzzZ_XA
Mexican,94,4,RLjlJPtciMdE2nEurLmmNQ
Mexican,2274,4,H9GD7km7riFooM0FkdwOPg
Mexican,351,3.5,ojeMH0rbOOMx9ajChbVkJQ
Mexican,459,3.5,rWhN2fYnfgJctQbuFPSbdQ
Mexican,165,4,TJCyocLYrUBfbf8r0DaBXw
Mexican,405,3.5,VOAryQk18GIxwErygoranA
Mexican,144,3.5,vN1CYP0WNSPfdmZAstfdOg
Mexican,1091,3.5,QwL5LS436Xjo9MHFi2rc-g
Mexican,393,3.5,mVaslo987DCd3YC_0FtWxA
Mexican,40,3.5,JnOYZqzRBHkEB_mvMXph_g
Mexican,46,4.5,PWFK0nvJ23Xkk_B4C5Q4Aw
Mexican,342,3.5,1UqrqRx_35w87pQeg17Gqg
Mexican,55,3.5,PbLGoaIkihF2JPnVRFtxxw
Mexican,206,4,1Ylu26XW3F6gSJWdFw6-8g
Mexican,134,4,jQjQHNAM8xXB73kFkfg9kA
Mexican,666,3.5,1m6viubAWUgsTgguIrJT6A
Mexican,75,4,rssWR0396cR0Wy89azPYXA
Mexican,351,3.5,uipFunIVqRWwopfEvrscyQ
Mexican,93,4,oNYP0AFOSw_oZEHkF_f0kQ
Mexican,46,3.5,7xY3vxBy7yFF5dVAi-6hPQ
Mexican,77,4.5,zNcDCPiUsE5aT6jyaCVtmA
Mexican,227,3.5,ZIfh0Vv86ktGZDdM3YME-w
Mexican,26,4,Pda9zJfg0pRABp9krlJh3Q
Mexican,85,4,G08lAFISY_k1pNxWW6afww
Mexican,86,3.5,Q10FeFs1mtNchv1NbNcsLg
Mexican,280,4,UmY9dyGOclJ0tGbn1IozlA
Mexican,28,4.5,l0ZOGV9tohkpfHiZ-3XSRg
Mexican,544,4,q2D80--iDkSwf_OKsS-jdA
Mexican,52,3.5,kKRzPQD6XF5Nx3pX2R8NIw
Mexican,199,3.5,HLPCElXTqPD6JERdnJM_gQ
Mexican,69,4,H08vCdbcP3oy0cBEKqM5KQ
Mexican,499,3.5,o-KRgyTJoM4EM-K-rwe86w
Mexican,200,3.5,7xW-mmylJCNQgYw88Ur89Q
Mexican,238,3,D7w3Nk3H0oDYZSIAaRgYRA
Mexican,610,3.5,5LO5C4doYF_UP2OB29zYMg
Mexican,71,3.5,bVi0Rk_GfkrJJELLXaqEeA
Mexican,71,3.5,xmbBNjDuGEyeQFTkQPHMLQ
Mexican,880,3.5,R5jpETY0OshPn-AeJjs0fA
Mexican,21,4.5,4QVG74AmkmhjE63-gwyWow
Mexican,150,4,6AJwsgXr7YwsqneGVAdgzw
Mexican,202,3.5,WE064Ln20S4MQVT1hETCCw
Mexican,173,3,tKpTRuNe7JJD6IYFPVCXNg
Mexican,674,4,mmAlHhnTDXIohPC3wfl0hQ
Mexican,278,4,hAqVb9_eVaijpAJknfhZug
Mexican,227,3.5,qZfJbJPxZUkC66lRldcbGA
Mexican,281,4,H-EZ1g_3M8oNHctGjnddwQ
Mexican,212,4.5,6Pa3-9piblDJu0l8u84Jhg
Mexican,60,3.5,PZM0lwv0i0ZRpyzioRU8SA
Mexican,639,4,Ko95LRE9AAvb2Lk9Iwh2-Q
Mexican,226,4,vsQjfOXS10MQ8_CZ3amhVQ
Mexican,26,4,iUsk8CPoDyoBmwVdU1_9QQ
Mexican,24,3.5,V1DdkgD8O2B33GruALTBNw
Mexican,326,3.5,0o0s6bUIuy0LTGNR3xYzzw
Mexican,85,4.5,3vBVnzsJLRh8WtW3awKxeQ
Mexican,378,3.5,t86q8MbsrW8pB8bmfwPWTw
Mexican,95,4.5,T1k1t6NCxNa_2EZ1Sl-heQ
Mexican,250,4,QIsFsiOP3H_NkgeWST7GPA
Mexican,16,4,AuKtb5a8DEe1qSVe_vwpzQ
Mexican,617,3.5,frWu5KfSULdCHd0GmA-ytw
Mexican,13,4,NMvGg6AwvEMUEjIF1z9Ghw
Mexican,511,3.5,EHUNrnIgnhwTnpOm3gEESg
Mexican,125,4,Guy0Mow5rqt4a3RDMRTY5g
Mexican,218,4,4c4Uwb5yUqXJ-inkcDinIg
Mexican,6,4.5,14gt2epj7Tbbcu1HRwjwBw
Mexican,10,4,60sLpAHHl-IvANGTRzfCow
Mexican,284,3.5,4IE9hPuy5QIWVdaETUEG_Q
Mexican,96,4.5,yvva7IYpD6J7OfKlCdQrkw
Mexican,34,3.5,GXK3j99VZK-7JJ0YrtIR0w
Mexican,188,3.5,sMck1jbU2fWNUdEx2BQCqQ
Mexican,175,3.5,17F3KNRiGTPdDonxCEL5-Q
Mexican,104,4.5,uvcEo61aL2F8e4PCzwZsYg
Mexican,160,3.5,p7MviobRqz5rvdzmsjBdEw
Mexican,163,3.5,zOvh6sF_85dyfy84PKmB-g
Mexican,307,4,jzVv_21473lAMYXIhVbuTA
Mexican,203,4,6rM-N1SBbKPC7DWZNg5awQ
Mexican,374,3.5,cqzTgTxWn-_NJBw6EGPKfw
Mexican,29,4,ZVtui4cnUs7iXRJMDD1GwA
Mexican,218,4,Sk-mHDPvuvlCjT1BGKoH4w
Mexican,19,4.5,sNr7HL0CE9AJu_SJNfRBZA
Mexican,58,3.5,9laSSXnr4F16gURfUBbZTA
Mexican,93,4,mdNall-R8nQb6gYLxWlJMg
Mexican,682,3.5,x9wa2M7gvf32swUSBP3uXA
Mexican,2,4.5,lL5DgsvOuiI8nMQcjK1bMA
Mexican,339,4.5,SP4bvMvxel_UPdof_er3HA
Mexican,57,4,yl214H_cUd1intjVAeE1Mw
Mexican,1106,4,LQHegfNHe7ylY3bocrFlpg
Mexican,655,3.5,5Ota_iMwlPLPrap-KfQrgw
Mexican,12,4.5,wOvCuvf0ftfTxQ-8NJ6V4A
Mexican,99,3.5,nY7jGZGMR7XA95t2uey2hA
Mexican,223,3.5,JywbRdA7yskb-06WbjUjKw
Mexican,154,3.5,oZ9cRTtb0dqDT_KcMdMvoQ
Mexican,149,3.5,FkA9aoMhWO4XKFMTuTnl4Q
Mexican,56,3.5,WyeBhonhjnjzzpuPJ1euvw
Mexican,10,3.5,HDDYiEkZpVgHpCDLP4FEFw
Mexican,181,4,q__dTB3y_aMwoqhDsg8ImQ
Mexican,53,3.5,KX7-L2PTl_ZM1ufx2tVVVA
Mexican,243,4,N90gLDq4XgqYanlRqaeNKg
Mexican,127,3.5,A8qXfx_LBI6fnOhxDmvIOA
Mexican,89,3.5,uLWp1QR_W2WJImMnB706hg
Mexican,199,3.5,KzJYO3-2k9XJhOHVpXayZQ
Mexican,364,4,Yilk_Ucz4L6w9EmvAS2gHg
Mexican,251,4,VsqHs36uLxhqmjo60r1aJA
Mexican,60,3.5,VoEB81AQajTsatt56aiTLA
Mexican,249,4.5,95a04LtXLX6gePhPEwff9A
Mexican,266,4,_PWUuHHqyfJBrTROPR72Fw
Mexican,66,4,1HPdyg0OLRkjHeixVmbu0Q
Mexican,12,4.5,mykhv_-D5kREsbwCjeB1AA
Mexican,30,4,XGdUYzkPkX94RoLlPDymeQ
Mexican,386,3.5,hV5JjlaSFrXezfZLHSaWeQ
Mexican,223,4.5,fjE_lpKblhrN_48X2ca-7w
Mexican,3,5,jf95dOTlZB7oPWz9JLgaQA
Mexican,172,4.5,vpWPgusmUD0cYNKf0uEQIw
Mexican,48,3,mIb2fcxjJ81y8omv7oyi7g
Mexican,239,3.5,vZZK2TY8_oZefgSYbgtYAQ
Mexican,568,4,DHFEpeJXemrdxIuGGcyurg
Mexican,20,4.5,anBWvFPOce4nl3qLX-H6Rg
Mexican,1580,4,AgAkUVLN_axMY-bzbNCfCw
Mexican,155,4.5,QJ1o9d1PVEE676rbzRUNjA
Mexican,237,3.5,rPTtQ-FO_F9tMJDl3m50Bg
Mexican,4,3.5,EZZh8594pRwAM1e_WVGeFA
Mexican,187,3.5,aIigHZBgXDHXalBZMRHsvg
Mexican,259,4,#NAME?
Mexican,125,4,vIDX92ttk7H-266e1Qo7RA
Mexican,212,3.5,4rAXH_bl_iJ1BwHp7I3rYg
Mexican,81,3,MRF4bNFPAyHe2rMS1yZobg
Mexican,80,3.5,WJIU2Cu6i6-9n-ZUE5rEQA
Mexican,107,3,GeL6wGdzhdEhuIFQau3ocQ
Mexican,807,4,AwSifv9HiaKrUWNV1TDGCA
Mexican,252,4,7RgdHGMY9Xa2Ur5y7vSBZQ
Mexican,19,4.5,mJVO64T1WWzJYvNlbLSQNA
Mexican,153,3.5,wAmWk6hQaHjREDVe8z2otA
Mexican,245,3.5,xlv_CcDXH1hkG4Wq5mECkQ
Mexican,7,4.5,USbP_ZBNSP0h_gja_xob5w
Mexican,105,3.5,f7-4kTNeYOhZdtJgXlbqBQ
Mexican,2,4.5,0XuJtcq9nMdAWyhJ_fZC-w
Mexican,60,4,EhJO7B2hzHq8NT8iFKoCwg
Mexican,284,3.5,ir1jLDagZiMaHo7My4oUDg
Mexican,62,3.5,8Gg_SoA5TA7pLNB-xuPhPw
Mexican,30,4,RjblkxUBTtzG-tcgFyCofA
Mexican,31,3,drHqgDkBC5lDv1Qge1IyZQ
Mexican,38,3,_XPusO4eMV3L9TiD38I4gw
Mexican,45,4,qGpDDZKwlkuJNL-OurWivw
Mexican,7,4.5,8-boHR8m_gWYHF4XXasYbA
Mexican,204,3.5,XYyIWs-3J4bZRZDfcsMquQ
Mexican,63,4,Z3wa8EmAr0yfihPZZMLE_A
Mexican,159,4,kawmpvfSzhDAy9pk8n3MxQ
Mexican,1,4,KNo4WyHcQ8Kwd4zXy_mhfA
Mexican,192,2.5,F76RYME8VeIIJDkVCOe0rg
Mexican,36,4,hLwzr3ku6D2zsW9OUmp6cA
Mexican,26,4,#NAME?
Mexican,88,4.5,4jucppz-BA0MiY06DjuBYQ
Mexican,165,4,4YeKYQoZHCx2xkbjmNhMbA
Mexican,11,4.5,oXyPSK-GWPNv4W5ARFchMg
Mexican,268,4,HOEjrJUwKBxSmQRVSILS8Q
Mexican,244,3,fTyE8UGWb_4Q05fd_H6YPg
Mexican,101,3,juULANORQ2onWkEvSMjlaw
Mexican,5,4.5,ePdAQHh3ZlktMZ4YTLWpwg
Mexican,23,4.5,b_3yI7FXcIle71lD9Tulww
Mexican,287,4.5,SUVMcqAwPHhcRMtfv_djRQ
Mexican,629,3.5,3DNtS1_3gobrYQBAwDx4DA
Mexican,6,5,tk5cnLJDAlUmX_ZYBGzw1w
Mexican,1,4,sp0TJe-0NrjbNf5cl8BOFg
Mexican,47,3,6_diNjI8MJUWDyYT2mjvSA
Mexican,1,4,XmogJstBXGY35Y3yjlI9yA
Mexican,173,3,JPOjbYV-4NG1C221UVUtiQ
Mexican,43,3.5,16bXxf22x14xrzvVWbFeHQ
Mexican,2,4.5,GVc1Eh-Welogn5qgaK-PFA
Mexican,5,3,e9nKK7tldpI2o_9eHZ2y6g
Mexican,325,3.5,PsYY7NHs5cFEI5hW5IZUlg
Mexican,3,4.5,KCKtnYuIh9w8nWXWL11mfA
Mexican,7,5,1RH0vDVLgWrzJ2T0-PGM3w
Mexican,70,3.5,QP77bL34-vftZFZZC2N7sQ
Mexican,36,3,9a6I0FhQ-S7wZo4OaLThzw
Mexican,176,4,yqU1-chsjix3T4EMY2MyxA
Mexican,6,4.5,jYRhiPw2qCSWxZTcp3DzIg
Mexican,80,4,_URXTaYBbd2XX5qJbDkKAg
Mexican,62,3,SiwsLmJ_7sxt2C7S-8muTw
Mexican,100,3.5,X6A6a8hTPd1pZFNZE80TfA
Mexican,98,4,AgHjo6NP9VTuAU8jCKFHjw
Mexican,495,3.5,zjnnccSIpMdx5fN-MxAr_w
Mexican,512,3.5,4zBGXDXg9DzK0IROwCUeFg
Mexican,12,4,T8VPr7B3IaQ51fuDWz3UaA
Mexican,2,4,3oDDddw8eggbiEkthCRK1w
Mexican,206,4.5,mNS4lJ66nND2cRoxF9aP3Q
Mexican,171,4,h8J10FpJGaU_4OvP2MgoKQ
Mexican,34,4,h_ITJux-MF0YcmZx8KRHtA
Mexican,2,5,EHdC-1lUdVCzUgcQus4wNQ
Mexican,33,3,PtiKYwe-8DlwNOabLKgUpw
Mexican,229,4,TPN2at7fMDHxeGYuQdQZVA
Mexican,186,3,R6cdgEFQwu0vDllP5tEWUQ
Mexican,60,3.5,G8JRGtO-S-zHbDZCmIK0gQ
Mexican,79,3.5,mgl-H8o6Ld4B3Zlrv3_bYA
Mexican,146,3.5,kwknIGiHza2sjdt-bwPGwQ
Mexican,80,4.5,7Er3ykMx3xUzw_kAyoyz4w
Mexican,25,3.5,hUo4q9yZmZTyI-GECcP7ow
Mexican,4,5,v3dmPrIDJsvPII0WACZvpg
Mexican,69,3,EzKvmyYk-7xQZ47Me-NDwg
Mexican,24,4.5,_Pz5L7DGORcaThGB4CWcfg
Mexican,126,4,YYB2lPax5wAdeNWUcm5WAg
Mexican,46,4,36NGJ_vn81vgdSi15WyHKQ
Mexican,260,3.5,XJ8EaZig8kn5z984eeoCRQ
Mexican,84,3.5,WZLhPYaYSFy7M_-Jh1VuNw
Mexican,165,4,Lq9HxEUrkceCUDut00qlHQ
Mexican,210,4,RGSjUKs-hNpCSafrFcU-VQ
Mexican,338,4,QH3VbBAf7MlePoaipxT4pA
Mexican,34,4,J7hRmPAGnOcd2OJsN_eV9g
Mexican,140,4.5,NKDLr_aBy5WRX8-JR_SGyQ
Mexican,649,4,qosp2vDDXks8eMGH7p4WSQ
Mexican,9,4.5,r23ZiJmpBWBIvQlT069atw
Mexican,260,4.5,X2C0_I0seTtjW9uL8e8FBw
Mexican,70,3,wflQFYM4PHZM5sfWXl0aOQ
Mexican,7,4.5,UmFhqdkv1cgUifxSP5KN9Q
Mexican,70,4.5,1-QgkACd4atRtc4AOGWz_Q
Mexican,766,4,9z2lUyfzZV8b2rkkiwSM4g
Mexican,70,4.5,CfOBb6NU2awo8xclJpKU3g
Mexican,132,4.5,ipmOYDh9snm3ZUv546MACQ
Mexican,14,4,G92jSUckfs4MhD6bGPyHow
Mexican,193,4,KyOtOluTH8c8SICpf85thg
Mexican,49,4,FrYsIO_pXB6csWkvy-nfbQ
Mexican,23,3,0KeuqyRSUAYLwMI-3ZAZJw
Mexican,104,3.5,9qOUxAQD6Tasr9TVUlSvdg
Mexican,40,3,bO8x1Xvtyj4_gUxtX-sjrA
Mexican,134,4,9ijkw9x8oSSSnsUo5uR4Xw
Mexican,270,4,HSQrBVZ0wiXYs96yEt2qUw
Mexican,58,4,2ewrI499NSsA1sNX30K5Dg
Mexican,224,3,gCwbwgUkihSjK75EpzwWHQ
Mexican,631,4,iK2jJQA72XRjf4nUD3cAnA
Mexican,9,4.5,TleAd45T6-9TP7FBO19dww
Mexican,237,4,E_XstVPsYMbU4sNTIttarQ
Mexican,961,4,3omBIylGFJugwLgNgUgOXw
Mexican,31,4,bZ1x7QN9ylQiGgBXS0I_9w
Mexican,2,5,AGwgDMaC6m4CjOohQRIBcQ
Mexican,128,4,HqI1ROCmZa2THlBxT9nyrA
Mexican,1,5,Hgd9S3yF78Yv6mewc44QVQ
Mexican,64,3.5,rKhwtWGawgIXnTVW3Nl3YA
Mexican,13,4.5,JFlt7BDll3JUDy78vJ2q1g
Mexican,3,4,fMjB4RkJ_FLd7nkaGOyJ9A
Mexican,34,4,h1PXV90jW1bXIWVlKiF0NQ
Mexican,179,4,msgSu47zDFtm6vdaHlT-hw
Mexican,22,4,jKUF-ts0Et40ri33NDiMDw
Mexican,332,3.5,7I-4qCgJq3n0yan1ChE-ew
Mexican,129,3.5,R4L19kfjFVoJoiRw_nXmqg
Mexican,71,4.5,XsxnMWdMpVixA7Yyq_vq7Q
Mexican,232,4,zb45GcwBARV0DndrwAr-9A
Mexican,2018,4,OwV-MtDBC2H08rVcBqP2mA
Mexican,116,3.5,qXdxckyNMQ_jFz7ZFvAWXg
Mexican,1,5,qiiRhWjklqzxS4ApGKLP-Q
Mexican,120,4.5,hdBhZcdZGHkTESrldAObJg
Mexican,280,4,W5j4EA1fDT3EKdXdKABG3Q
Mexican,37,3.5,yjg69OagV5rF6_V_zpEsHw
Mexican,20,4,uGUXV74PbdcYeHEqntDh2w
Mexican,192,3.5,CaFkfhLxjzPAxS9-G6lNVg
Mexican,121,4,AStYD2Uo6NR1gzZ0xXrn9g
Mexican,7,3.5,JRiHG5F7Dc3Ce1YKBet3wA
Mexican,951,3.5,okNIE5TrZVy43GI0A3aUIw
Mexican,624,3.5,X2mfQ5SOE5eMuUzPrI_pwA
Mexican,34,4,9tlYA026rvZ0m6OBUeZX7w
Mexican,13,4.5,SfPw0ZGXrqvcq_xLGSFuhA
Mexican,27,3,L3ekOOsyK_HfFrf5MzQA_w
Mexican,86,4.5,g4NwsmgkpdEMRvUmLzVLVA
Mexican,252,4,hmx8vUMYJPTbfgN8c7A5LA
Mexican,84,4,m3C3d47Bh4NJHGXvT6Rqbg
Mexican,42,3,b1YI5HyveAliyFh7Tuiszg
Mexican,138,3.5,DaZ7-WpvtPkZxViVzt9pnQ
Mexican,610,3.5,jFYEsw6_4y4VMpSVB863sw
Mexican,339,4,RThvexVhZQ8KA6JAr0UkCQ
Mexican,8,3,zwi1iX5X6fCWCKl3wt75fA
Mexican,13,2.5,YuBLRUuQ7J9rGZzrC91Qmg
Mexican,213,4.5,rHp_v8fU82U93hYPj3L_3A
Mexican,112,3,8F3LlIYk4-Fn5HBC_1r6Gg
Mexican,195,4,fJXCMGOhaS6rKGjoGldSSQ
Mexican,64,4.5,W_0AX5JL3QZnX1oQNxQGtw
Mexican,176,3.5,5fUY5sq00VMPdb1SDJWBug
Mexican,105,3.5,KRyzOZnbK-A7NmJM7xn21Q
Mexican,512,3.5,H4EbLs2Gne5-EAaKMrVBEA
Mexican,31,3.5,x4W0rufd01dP8ieMhlTqmQ
Mexican,60,4,1WUdvbRlqqLidaWexQc-ng
Mexican,10,4.5,_B0NHhM3GmirV68XE5csSA
Mexican,111,4,cQGW6BWU6lppWVSwlFBDgA
Mexican,71,4.5,-7mvJpV-gmOCT0HFNOhMNA
Mexican,38,4,GuqvwAFpjjz3m3vicbJBTQ
Mexican,49,3,paogBWxBRdyByOGAkln8Lw
Mexican,68,4.5,0tzK7l-DWDpG5UrYKL_mxw
Mexican,37,4.5,sBP8072dTkHDHyS8MTaZcQ
Mexican,83,3,6k6PRNSLnExNes-iGcu1EA
Mexican,27,3.5,gQVXiIJxyT03Is4XeZrVbQ
Mexican,7,4.5,Gx0L9ssZi_P1z1v8BRaHIg
Mexican,126,3.5,q6EbiaYxlQeWm_5J3EHAdg
Mexican,54,4.5,hOLv0a65RSb5QvFd0FrYjw
Mexican,400,4.5,unWoFZeSWa0DK1YMekO_Uw
Mexican,10,4,yv62UKpzZNJCPiuiwNibNg
Mexican,31,4,tt91_FxQHt2H_cmVbWFU_A
Mexican,2,5,LYDx1mo23fYTIUOpi7UojA
Mexican,12,4,529zJk9IcMZt4txd6ITTCA
Mexican,338,4,qtxoNOoblhVfN8dZUGboGw
Mexican,1724,4,Rc1lxc5lSKJYd162JHNMfQ
Mexican,376,3.5,hiEgXuKHzCZDg6ByV0HuTQ
Mexican,4,4.5,UEf5L44HjzyapxyWiUSfwg
Mexican,384,3.5,f7g3GhoQs9nQVTJEL2p48Q
Mexican,5,4,nFheFe5nU7hSSydNjsliGA
Mexican,3,3,r3bwyyc48GoqIFYLd4gOXw
Mexican,36,3.5,EIpQKo3NhAsYAZIWqxuDFQ
Mexican,471,4,SRLrnScmDyJpS28wvWeJNQ
Mexican,161,4,wO9FMvtYqsJoYrnHDASE0A
Mexican,1,5,bly3jHNlMEiNCDTYB-qbrQ
Mexican,48,4,FXgSgiLg6xgOO8zrG51mzg
Mexican,53,3.5,T30fVIwEeJMvJQm9tikXbA
Mexican,35,4.5,a9rBsBs6DFNbsKvAmbq3BA
Mexican,83,4.5,ZsCoRBQeHfdxi9qLlfH4dg
Mexican,19,3.5,ht2lc-By8ilj2IQKK4vn1A
Mexican,216,3.5,hyKnC3_a86vaY2iZUkygWw
Mexican,41,4.5,_VXlKJEUEoP0wG6ZxruteQ
Mexican,6,4.5,L1-qxIGlGqad0mLWhW1PUg
Mexican,5,4.5,toiHLM1XzBUcBYj9iPHh2w
Mexican,86,4,bNPYPLuCjnRvRuL56otJiw
Mexican,834,4,7zjeUx9aWRGpJmiOuk45zw
Mexican,3,4,qUkFTWe0D2fq63qfiXDpzg
Mexican,730,4,mhhTORjUdXj-UIDjyGmhBg
Mexican,338,4,7KO4zcBtc2-2M5kJLfl0kw
Mexican,11,4.5,YOuxIvQh4RbX14Sh98m74Q
Mexican,34,4.5,c921DfWPCxG5qJ687TU6Xw
Mexican,204,4,Xu8H24NxJJxEE-9wGp_AMA
Mexican,159,4,uVfOB37NyYEGRs5FITM-nQ
Mexican,24,4,Uj3QA_FsDcGtn_kpsIxU1w
Mexican,11,4.5,HrrJ1OdstzLJCC5JQrHWGA
Mexican,861,4,mhrLDFTxUzW2koRAzjlt5g
Mexican,148,4.5,ePqKbqXFBCbwBaWiN2Jo9w
Mexican,2363,4,Hh9glEE_xDYT_pPUsRPXlA
Mexican,1098,4,qIOAlXCCYrwN0VxEEH-Tmw
Mexican,154,4,rAKTm3QwNgrIcex6ReQC2g
Mexican,22,4.5,#NAME?
Mexican,643,4,zGtR4FNGDD1EjdxIzKF-HA
Mexican,89,4.5,znlol6dCKwjoXpZZwV_ZOg
Mexican,104,4,ng647hYAjWC4XANaACiPXA
Mexican,228,4,t5bLApk2dbQPJiLuzfy5tg
